"Product Details","ASIN","URL","Image URL","Brand","Price $","Sales","Revenue","BSR","Seller Country/Region","Fees $","Active Sellers #","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","Creation Date"
"HILINSIE Rattan Nightstand - Accent End Table with Storage Shelf and Drawer, Wooden Bedside Tables with Metal Frame, Modern Side Table for Bedroom, Living Room, Natural Walnut and Yellow","B0BWN6Y3YT","https://www.amazon.com/dp/B0BWN6Y3YT?psc=1","https://m.media-amazon.com/images/I/81pxzOvaHkL._AC_SX466_.jpg","HILINSIE",49.99,"n/a","n/a","231,812","CN",19.95,1,1.0,1,8,0,"Hilinsie","Home & Kitchen","Large Standard-Size","FBA","13.5x6.2x16.9",18.01,"2/23/2023"
"Rerii End Table, Side Table 3 Tier, Simple Bedside Nightstand, 2 Shelf Small Bookshelf Bookcase, Display Rack for Bathroom, Bedroom and Living Room, White","B07D321981","https://www.amazon.com/dp/B07D321981?psc=1","https://m.media-amazon.com/images/I/61YbTDp082L._AC_SY355_.jpg","Rerii",28.99,"1,187","34,411.13","22,892","CN",12.80,8,4.1,"4,122",8,45,"Rerii","Home & Kitchen","Large Standard-Size","FBA","10.1x5.0x16.5",6.65,"5/15/2018"
"WLIVE Nightstand, End Table with Fabric Storage Drawer and Open Wood Shelf, Bedside Furniture with Steel Frame, Side Table for Bedroom, Dorm, Easy Assembly, Black and Rustic Brown","B099WCSZTJ","https://www.amazon.com/dp/B099WCSZTJ?psc=1","https://m.media-amazon.com/images/I/81yu9W9G3HL._AC_SX425_.jpg","WLIVE",29.99,"4,413","132,345.87","9,538","CN",18.43,7,4.4,"2,922",9,158,"WLIVE","Home & Kitchen","Small Oversize","FBA","16.5x2.5x22.1",11.00,"7/20/2021"
"VASAGLE Side Table with Charging Station, End Table with USB Ports and Outlets, Nightstand for Living Room, Bedroom, Plug-in Series, Rustic Brown and Black ULET371B01","B09VXGLJMB","https://www.amazon.com/dp/B09VXGLJMB?psc=1","https://m.media-amazon.com/images/I/71j5v0u9zdL._AC_SY450_.jpg","VASAGLE",34.99,"1,270","44,437.30","37,473","US",9.41,6,4.4,874,9,81,"Songmics Direct","Home & Kitchen","Large Standard-Size","FBA","13.0x4.4x17.4",9.70,"3/18/2022"
"VECELO Tall End Side Tables,30"" Height Nightstand with 3-Tier Storage Shelf for Bedroom Living Room, Easy Assembly,Industrial Style, 1-Pack, Retro Brown","B0978XC2KD","https://www.amazon.com/dp/B0978XC2KD?psc=1","https://m.media-amazon.com/images/I/51txVzvbC5L._AC_SX425_.jpg","VECELO",54.58,451,"24,615.58","63,193","AMZ",25.48,2,4.7,177,10,11,"Amazon","Home & Kitchen","Small Oversize","AMZ","15.0x32.3x4.7",18.26,"4/22/2021"
"($) FEZIBO Standing Desk with Double Drawer, 48x 24 Inches Adjustable Height Electric Stand up Desk, Ergonomic Workstation Black Frame/Fir Brown Top","B091YLQ6ZG","https://www.amazon.com/dp/B091YLQ6ZG?psc=1","https://m.media-amazon.com/images/I/71fjdF9nraL._AC_SX679_.jpg","FEZIBO",269.99,389,"105,026.11","78,304","CN",51.39,2,4.4,555,9,12,"Tyhoe","Home & Kitchen","Medium Oversize","FBA","14.0x7.5x53.0",78.01,"4/7/2021"
"($) ABQ Nightstand with Charging Station, Narrow Side Table with Drawer and USB Ports & Power Outlets, End Table 3- Tier for Small Spaces, Living Room, Bedroom","B09PD2ZR3S","https://www.amazon.com/dp/B09PD2ZR3S?psc=1","https://m.media-amazon.com/images/I/715jt5xgcPL._AC_SX522_.jpg","ABQ",59.99,37,"2,219.63","278,384","CN",20.32,1,4.6,169,7,2,"Meilin's Shop","Home & Kitchen","Large Standard-Size","FBA","13.1x6.2x17.5",15.41,"12/29/2021"
"($) Philodwell Narrow End Table,Industrial Side Table with Magazine Holder,21.7inch H Shape Vintage Bedside Table with Storage Holder for Living Room,Bedroom & Small Spaces,Rustic Brown&Black Metal Frame","B09C1TW9X3","https://www.amazon.com/dp/B09C1TW9X3?psc=1","https://m.media-amazon.com/images/I/61LuE4lINXL._AC_SX466_.jpg","Philodwell",42.98,40,"1,719.20","304,315","CN",18.70,1,4.4,329,7,4,"YaMa home","Home & Kitchen","Small Oversize","FBA","8.3x3.4x21.8",6.65,"10/4/2021"
"($) HOSEOKA Narrow End Table with Charging Station Farmhouse End Table with USB Ports and Outlets for Small Space, Slim Sofa Side Table with Storage Drawer for Living Room Bedroom, Rustic Grey","B09LLFBRYL","https://www.amazon.com/dp/B09LLFBRYL?psc=1","https://m.media-amazon.com/images/I/61uQBqbvkOL._AC_SX355_.jpg","HOSEOKA",89.99,231,"20,787.69","136,289","CN",33.72,1,4.4,619,6,24,"HOSEOKA","Home & Kitchen","Small Oversize","FBA","14.5x5.0x27.8",25.51,"11/12/2021"
"Fixwal Side Table Small End Table Accent Table Living Room Bedroom Balcony Office, Modern White Side Table Bedside Table Home Decor No-Tool Assembly","B0BY1J4N7V","https://www.amazon.com/dp/B0BY1J4N7V?psc=1","https://m.media-amazon.com/images/I/61JSAesNGKL._AC_SX569_.jpg","Fixwal",21.99,"n/a","n/a","303,048","CN",11.43,1,4.5,15,7,0,"Momok","Home & Kitchen","Large Standard-Size","FBA","13.2x2.9x16.9",5.58,"3/10/2023"
"Lerliuo Rattan Nightstand, Boho Side Table with Drawer Open Shelf, Cane Accent Bedside End Table with Solid Wood Legs for Bedroom, Dorm and Small Spaces","B0BRQBVKBB","https://www.amazon.com/dp/B0BRQBVKBB?psc=1","https://m.media-amazon.com/images/I/71jNXilwdaL._AC_SY450_.jpg","Lerliuo",64.99,515,"33,469.85","56,242","CN",20.92,1,4.3,41,8,19,"Lerliuo Direct","Home & Kitchen","Large Standard-Size","FBA","13.5x5.6x17.8",15.17,"1/5/2023"
"Pipishell Bamboo Stackable End Tables, Wood Living Room Nightstand, Bedside Tables for Bedroom Storage, Set of 2","B07WG51N84","https://www.amazon.com/dp/B07WG51N84?psc=1","https://m.media-amazon.com/images/I/6112nVKkcPL._AC_SY355_.jpg","Pipishell",52.76,759,"40,044.84","32,332","CN",20.39,6,4.2,"2,168",8,34,"Lifecare Supplies","Home & Kitchen","Large Standard-Size","FBA","12.7x6.0x17.8",16.23,"8/16/2019"
"MaxSmeo Nightstand, Mid Century Modern Side Table Bedroom with Storage, Small End Bedside Table with Solid Wood Legs for Living Room, Office Small Spaces (Brown)","B0BPY3Y8HV","https://www.amazon.com/dp/B0BPY3Y8HV?psc=1","https://m.media-amazon.com/images/I/61PfD1fUVKL._AC_SY450_.jpg","MaxSmeo",39.99,"n/a","n/a","83,768","CN",15.57,1,4.5,79,7,57,"Sme Direct","Home & Kitchen","Large Standard-Size","FBA","13.9x4.3x17.2",10.25,"12/13/2022"
"LDTTCUK Side Table with Charging Station & USB Ports,3-Tier End Table for Living Room,Study,Bedroom,Narrow Sofa Table Bedside Table with Storage Shelf,Small Nightstand,Rustic Brown","B0B6HW1H2G","https://www.amazon.com/dp/B0B6HW1H2G?psc=1","https://m.media-amazon.com/images/I/71fdTJOUuyL._AC_SY355_.jpg","LDTTCUK",49.99,653,"32,643.47","44,776","CN",17.71,1,4.6,276,8,25,"yiboshangmao123","Home & Kitchen","Large Standard-Size","FBA","13.2x5.3x17.5",12.24,"7/14/2022"
"Convenience Concepts American Heritage Flip Top End Table with Shelf, Walnut","B074T4VYJ7","https://www.amazon.com/dp/B074T4VYJ7?psc=1","https://m.media-amazon.com/images/I/61RNhgYH1lL._AC_SX679_.jpg","Convenience Concepts",44.09,200,"8,818.00","56,920","AMZ",23.90,12,4.5,"2,636",5,9,"Amazon","Home & Kitchen","Small Oversize","AMZ","14.3x6.6x27.3",17.05,"8/14/2017"
"($) YEMUNY End Table Set of 2, 3-Tier Night Stands Small Side Table with Storage Shelf for Living Room Bedroom Bathroom Office","B0BY4LLRFP","https://www.amazon.com/dp/B0BY4LLRFP?psc=1","https://m.media-amazon.com/images/I/71Y5qtDG2kL._AC_SX569_.jpg","YEMUNY",44.88,"n/a","n/a","571,191","CN",17.26,1,3.9,8,8,7,"YEMUNY","Home & Kitchen","Large Standard-Size","FBA","9.8x7.0x16.6",13.36,"3/11/2023"
"($) HOMCOM Modern Style Nightstand, Side Table, End Table with Drawer and Storage Shelf for Bedroom, or Living Room, Gray","B0939MWDW1","https://www.amazon.com/dp/B0939MWDW1?psc=1","https://m.media-amazon.com/images/I/61iJe8wajPL._AC_SX466_.jpg","HOMCOM",66.99,1,66.99,"1,454,841","US",31.12,1,4.1,52,9,0,"Aosom Direct","Home & Kitchen","Small Oversize","MFN","16.5x27.3x7.8",27.28,"4/23/2021"
"($) HOOBRO Side Table with Charging Station, Narrow Nightstand with Drawer & USB Ports & Power Outlets, End Table for Small Spaces, Living Room, Bedroom, Wood Look Accent Table, Greige and Black BG041BZ01","B09KZNDZZM","https://www.amazon.com/dp/B09KZNDZZM?psc=1","https://m.media-amazon.com/images/I/71FPTeiDBJL._AC_SY355_.jpg","HOOBRO",69.99,393,"27,506.07","70,490","CN",28.63,3,4.5,693,8,15,"Hoobro","Home & Kitchen","Small Oversize","FBA","14.0x5.0x24.0",20.40,"1/4/2023"
"($) Nightstands Set of 2, Industrial End Table with Fabric Drawer and Storage Shelf, Retro Bedside Tables Organizer, Side Table for Living Room Bedroom, Rustic Brown Wooden Look and Black Metal Frame","B0BCJ8MVD7","https://www.amazon.com/dp/B0BCJ8MVD7?psc=1","https://m.media-amazon.com/images/I/711RF4FkbgL._AC_SY355_.jpg","Furologee",59.99,941,"56,450.59","32,267","CN",21.45,1,4.3,141,9,29,"Engriy Store","Home & Kitchen","Large Standard-Size","FBA","13.3x5.4x17.6",19.27,"9/10/2022"
"GREENSTELL End Table with Charging Station, Round Side Table with Storage Shelf, USB Ports and Anti-Drop Fence, 2-Tier Small Nightstand Sofa Table for Living Room, Bedroom White 15.0*15.0*20.4inches","B09NY82QYK","https://www.amazon.com/dp/B09NY82QYK?psc=1","https://m.media-amazon.com/images/I/61TAM0qpa4L._AC_SX466_.jpg","GREENSTELL",49.99,598,"29,894.02","58,133","CN",21.43,2,4.6,914,6,49,"Greenstell Direct","Home & Kitchen","Small Oversize","FBA","16.5x5.5x16.8",8.30,"3/4/2022"
"exilot Nightstand Mid-Century Modern Bedside Table with Solid Wood Legs Minimalist and Practical End Side Table, White","B08S3G8TC2","https://www.amazon.com/dp/B08S3G8TC2?psc=1","https://m.media-amazon.com/images/I/71QJ1rGvOGL._AC_SX569_.jpg","exilot",36.99,366,"13,538.34","91,987","CN",16.27,1,4.4,"1,140",7,17,"BULLKIN","Home & Kitchen","Large Standard-Size","FBA","13.2x4.7x17.0",10.63,"1/5/2021"
"Bamworld Rattan Side Table, Boho Night Stand Glass Small End Tables Bamboo Bedroom Coffee Table with Storage for Living Room and Outdoor","B0B81QCN5V","https://www.amazon.com/dp/B0B81QCN5V?psc=1","https://m.media-amazon.com/images/I/81+k2oyqM0L._AC_SY450_.jpg","Bamworld",69.99,626,"43,813.74","39,268","CN",25.27,3,4.6,98,6,6,"meeeu shop","Home & Kitchen","Small Oversize","FBA","16.8x4.2x25.2",12.70,"7/29/2022"
"danpinera Round Side Table with Fabric Storage Basket, Metal Side Table Small Bedside Table Nightstand with Removable Tray Top for Living Room, Bedroom, Nursery, Laundry, Gray","B09RDSXFVF","https://www.amazon.com/dp/B09RDSXFVF?psc=1","https://m.media-amazon.com/images/I/71nSQ-bYp9L._AC_SX569_.jpg","danpinera",40.99,"1,376","56,402.24","61,214","CN",20.23,1,4.4,837,6,31,"Huding Tech","Home & Kitchen","Small Oversize","FBA","19.0x2.0x21.5",8.70,"5/21/2022"
"($) YITAHOME X-Design Side End Table Set of 2, Industrial End Table for Small Spaces, Farmhouse Nightstand Sofa Bed Table with Storage Shelf for Bedroom Living Room, Easy Assembly, Black","B09HPVFNRL","https://www.amazon.com/dp/B09HPVFNRL?psc=1","https://m.media-amazon.com/images/I/71KnoxIz9wL._AC_SX522_.jpg","YITAHOME",60.65,72,"4,366.80","377,357","AMZ",30.17,4,4.5,102,7,3,"Amazon","Home & Kitchen","Small Oversize","FBA","14.0x8.2x24.5",27.90,"10/3/2021"
"($) DOMYDEVM Nightstand with Charging Station for Bedroom Living Room Side Table with USB Ports and Outlets Modern Grey Bedside Table with Charging Station and Storage Flip Drawer for Small Spaces","B0BFJFJMCQ","https://www.amazon.com/dp/B0BFJFJMCQ?psc=1","https://m.media-amazon.com/images/I/71PuUwHrTjL._AC_SX466_.jpg","DOMYDEVM",47.99,612,"29,369.88","50,781","CN",18.69,1,4.3,93,7,12,"DOMYDEVM HOME","Home & Kitchen","Large Standard-Size","MFN","13.4x5.8x17.6",16.34,"9/16/2022"
"($) VASAGLE Side Table, Small End Table, Tall Nightstand for Living Room, Bedroom, Office, Bathroom, Rustic Brown and Black ULET273B01","B08JV2MTWZ","https://www.amazon.com/dp/B08JV2MTWZ?psc=1","https://m.media-amazon.com/images/I/71+auQYNfzS._AC_SX679_.jpg","VASAGLE",39.99,"2,997","119,850.03","12,100","US",16.21,15,4.6,"2,675",8,66,"Songmics Direct","Home & Kitchen","Large Standard-Size","FBA","13.6x5.9x17.0",12.41,"3/17/2021"
"($) Fogein Black Nightstands Set of 2-2 Tier Narrow Bedside Tables End Side Tables with Storage Shelf for Living Room, Sofa Couch, Bedroom","B0BXP59JPG","https://www.amazon.com/dp/B0BXP59JPG?psc=1","https://m.media-amazon.com/images/I/61SAh3baQmL._AC_SX569_.jpg","Fogein",45.99,35,"1,609.65","650,476","CN",18.07,1,"n/a",0,8,0,"EGU-KING","Home & Kitchen","Large Standard-Size","FBA","13.4x6.3x17.1",15.04,"3/7/2023"
"Decor Therapy Simplify End Table with Shelf, Espresso","B00JSRCKYK","https://www.amazon.com/dp/B00JSRCKYK?psc=1","https://m.media-amazon.com/images/I/81sedRe+t9S._AC_SX466_.jpg","Decor Therapy",75.10,462,"34,696.20","83,080","AMZ",31.08,1,4.7,"2,898",7,6,"Amazon","Home & Kitchen","Small Oversize","AMZ","19.0x8.0x22.0",17.15,"4/19/2014"
"WLIVE Side Table, C Shaped End Table for Couch, Sofa and Bed, Large Desktop C Table for Living Room, Bedroom, Black","B07D6N8T6Y","https://www.amazon.com/dp/B07D6N8T6Y?psc=1","https://m.media-amazon.com/images/I/61EprA9D3tL._AC_SX425_.jpg","WLIVE",31.99,"4,142","132,502.58","6,272","CN",18.73,1,4.6,"11,354",9,103,"WLIVE","Home & Kitchen","Small Oversize","FBA","12.8x4.0x24.2",10.50,"5/21/2018"
"Nightstand with Drawers Bedside Table End Table for Small Space Side Table Night Stand with Wood Open Storage Shelf, Rustic Side Table for Bedroom, Living Room, Study, Office, Pantry","B0B316P76F","https://www.amazon.com/dp/B0B316P76F?psc=1","https://m.media-amazon.com/images/I/71-ic2TU3WL._AC_SX679_.jpg","Pabroni",39.99,396,"15,836.04","73,545","CN",15.41,1,4.3,109,7,14,"Pabroni","Home & Kitchen","Large Standard-Size","FBA","13.4x5.5x17.1",9.72,"6/2/2022"
"HAYOFAMY Small Side Table Night Stand, 3 Tier Narrow End Table with Display Shelf, Small Bookcase Bookshelf, Simple Bedside Table Storage Rack for Bedroom, Living Room, Office, Bathroom,White","B0BXH4KSGR","https://www.amazon.com/dp/B0BXH4KSGR?psc=1","https://m.media-amazon.com/images/I/61OEDdiqpZL._AC_SY450_.jpg","HAYOFAMY",27.88,189,"5,269.32","93,406","CN",12.47,1,3.7,8,7,4,"HAYOFAMY","Home & Kitchen","Large Standard-Size","FBA","10.2x3.7x16.8",6.39,"3/4/2023"
"LELELINKY White Nightstand with Charging Station and USB Ports, 2 Tier Night Stand with Drawers Open Storage Shelf, Modern Narrow Sofa Side Tables, Small Wood End Table for Bedroom,Living Room","B0C2CTGJS7","https://www.amazon.com/dp/B0C2CTGJS7?psc=1","https://m.media-amazon.com/images/I/71nIeZ0BIiL._AC_SY355_.jpg","LELELINKY",39.99,"n/a","n/a","50,178","CN",16.21,1,4.4,101,7,1,"Lelelinky Direct","Home & Kitchen","Large Standard-Size","FBA","13.5x4.9x17.6",12.17,"4/13/2023"
"HOOBRO Round Side Table, Round Accent End Table with Sturdy X-Shaped Metal Frame, 15.7"" Round Nightstand, for Living Room, Bedroom, Balcony, Office Rustic Brown BF95BZ01","B09X39XJQJ","https://www.amazon.com/dp/B09X39XJQJ?psc=1","https://m.media-amazon.com/images/I/61Yb+NUvviL._AC_SY450_.jpg","HOOBRO",33.99,460,"15,635.40","40,545","CN",17.77,4,4.6,107,9,43,"Hoobro","Home & Kitchen","Small Oversize","FBA","17.4x2.1x17.9",7.20,"8/2/2022"
"Yoobure Nightstand with Charging Station, Side Table End Table with Large Drawer and Storage Shelf, Bed Side Table/Night Stand with USB Ports & Outlets, Rustic Bedside Tables for Bedroom, Living Room","B0BR4625GC","https://www.amazon.com/dp/B0BR4625GC?psc=1","https://m.media-amazon.com/images/I/71kkXGeTXGL._AC_SY450_.jpg","Yoobure",49.99,302,"15,096.98","49,792","CN",19.14,2,4.8,99,8,42,"Fancee Home","Home & Kitchen","Large Standard-Size","FBA","13.5x5.6x17.6",16.78,"3/20/2023"
"FANTERSI Small Round Side Table, 2-Tier Mid Century Modern Side Table, Wood Side Table, Round End Table for Living Room, Metal Frames, Brown","B0BWYTNKMR","https://www.amazon.com/dp/B0BWYTNKMR?psc=1","https://m.media-amazon.com/images/I/71F+T53Ph5L._AC_SX466_.jpg","FANTERSI",79.99,"n/a","n/a","144,737","CN",27.61,1,"n/a",0,9,0,"FANTERSI","Home & Kitchen","Small Oversize","FBA","17.9x6.0x19.1",9.68,"3/4/2023"
"AMHANCIBLE C Shaped End Table Set of 2, Side Tables for Sofa, Couch Table Snack Side Table for Living Room Bedroom, Metal Frame, Acent, Rustic Brown HET02CBR","B09FXZTLX2","https://www.amazon.com/dp/B09FXZTLX2?psc=1","https://m.media-amazon.com/images/I/61dcs4Q+m0L._AC_SY355_.jpg","AMHANCIBLE",55.99,"1,459","81,689.41","11,501","CN",19.09,6,4.5,752,7,33,"Amhancible","Home & Kitchen","Large Standard-Size","FBA","12.9x6.5x16.7",13.93,"12/6/2021"
"IBUYKE Side Table, 3-Tier End Table, Industrial Nightstand Small Table with Storage Shelf, for Bedroom, Living Room, Hallway, Black UTMJ402B","B09VMYQGCY","https://www.amazon.com/dp/B09VMYQGCY?psc=1","https://m.media-amazon.com/images/I/61ngI-U0bdL._AC_SX522_.jpg","IBUYKE",29.99,462,"13,855.38","73,855","CN",13.91,1,4.6,267,9,19,"IBUYKE-US","Home & Kitchen","Large Standard-Size","FBA","12.9x4.6x17.2",9.96,"3/16/2022"
"International Concepts Table With Lift Up Top For Storage, White","B07HNZ2Q8H","https://www.amazon.com/dp/B07HNZ2Q8H?psc=1","https://m.media-amazon.com/images/I/31qgLZf3RiL._AC_SY450_.jpg","IC International Concepts",202.68,4,810.72,"423,452","AMZ",57.22,7,4.5,158,10,0,"Amazon","Home & Kitchen","Small Oversize","AMZ","27.0x36.0x6.0",39.60,"9/26/2018"
"WLIVE Nightstand, 2 Drawer Dresser for Bedroom, Small Dresser with 2 Drawers, Bedside Furniture, Night Stand, End Table with Fabric Bins for Bedroom, Closet, Entryway, Nursery, College Dorm, Dark Grey","B07FQ976B5","https://www.amazon.com/dp/B07FQ976B5?psc=1","https://m.media-amazon.com/images/I/81+TPpTJRJL._AC_SY355_.jpg","WLIVE",29.99,"16,216","486,317.84","1,454","CN",18.01,1,4.4,"11,870",7,400,"WLIVE","Home & Kitchen","Small Oversize","FBA","13.0x3.0x22.6",9.65,"7/19/2018"
"Yoobure C Shaped End Table Set of 2, Side Table for Couch and Bed, Small Side Table for Small Spaces, Living Room, Bedroom, Rustic Snack Table","B0BFDLNF8H","https://www.amazon.com/dp/B0BFDLNF8H?psc=1","https://m.media-amazon.com/images/I/61vDxNBiDpL._AC_SX466_.jpg","Yoobure",42.49,761,"32,334.89","26,076","HK",17.54,1,4.6,313,7,44,"Super A Plus","Home & Kitchen","Large Standard-Size","FBA","12.0x4.8x17.4",15.19,"11/8/2022"
"SUPER DEAL 3-Tier End Table with Storage Shelves Versatile X-Design Sofa Side Table for Living Room Bedroom Apartment Small Space, Black","B087PJY131","https://www.amazon.com/dp/B087PJY131?psc=1","https://m.media-amazon.com/images/I/71mvn+gN5PL._AC_SX569_.jpg","SUPER DEAL",32.99,234,"7,719.66","147,967","CN",17.23,1,4.6,704,8,6,"SuperDealUsa","Home & Kitchen","n/a","MFN","n/a","n/a","4/26/2020"
"Apicizon 16"" Round Side Table, Black End Table for Living Room, Bedside, Mid Century Modern Coffee Table or Circle Accent Table for Small Spaces, Metal Nightstand (Black)","B08RS4JCJH","https://www.amazon.com/dp/B08RS4JCJH?psc=1","https://m.media-amazon.com/images/I/71F3XvGXqVL._AC_SX679_.jpg","Apicizon",32.99,264,"8,709.36","54,741","CN",16.78,1,4.4,381,7,3,"APICIZON","Home & Kitchen","Small Oversize","FBA","16.0x2.5x17.0",5.40,"3/10/2021"
"Yoobure Nightstand with Charging Station, Small Night Stand with Fabric Drawers and Storage Shelf for Bedrooms, Nightstands for Small Spaces, Bedside Table with USB Ports & Outlets, Bed Side Table","B0BS98NNCN","https://www.amazon.com/dp/B0BS98NNCN?psc=1","https://m.media-amazon.com/images/I/715PdwI7WzL._AC_SY355_.jpg","Yoobure",52.99,"n/a","n/a","12,668","CN",18.80,2,4.0,10,7,5,"Yoobure Direct","Home & Kitchen","Large Standard-Size","FBA","13.2x7.4x17.9",14.05,"5/18/2023"
"Small Side Table, Wood Small End Table Accent Table for Living Room Bedroom Small Spaces, Modern Home Decor Night Stand Bedside Tables, Easy to Assemble, Black","B0BS96QKRS","https://www.amazon.com/dp/B0BS96QKRS?psc=1","https://m.media-amazon.com/images/I/61vzQJAF67L._AC_SX425_.jpg","Calidohome",24.99,"n/a","n/a","213,380","CN",12.20,1,"n/a",0,7,0,"hitoyot","Home & Kitchen","Large Standard-Size","FBA","13.7x3.9x17.5",6.55,"1/13/2023"
"LIDYUK End Table with Charging Station, Flip Top Side Table with USB Ports and Outlets, Nightstand for Small Spaces, Bedside Tables with Storage Shelf for Living Room, Bedroom, Greige","B0BNHK3TMT","https://www.amazon.com/dp/B0BNHK3TMT?psc=1","https://m.media-amazon.com/images/I/711o7docceL._AC_SX569_.jpg","LIDYUK",79.99,"3,050","243,969.50","14,315","CN",24.48,1,4.5,"1,899",6,97,"LIDYUK","Home & Kitchen","Large Standard-Size","FBA","13.5x7.2x17.6",16.38,"11/28/2022"
"SOOWERY Mid Century Modern Nightstand with Charging Station, Bedside Tables with Glass Decorative Door, End Table Side Table with 2 Tiers Storage Space, for Bedroom, Living Room, White","B0B9258LKY","https://www.amazon.com/dp/B0B9258LKY?psc=1","https://m.media-amazon.com/images/I/61yAhaJLhcL._AC_SX569_.jpg","SOOWERY",69.99,"1,332","93,226.68","21,688","CN",23.78,1,4.6,350,9,54,"SOOWERY Direct","Home & Kitchen","Large Standard-Size","FBA","13.5x7.6x17.4",18.74,"8/9/2022"
"Artigarden C Shaped End Table, Side Tables Couch TV Tray Table, Small Snack Table Sofa Table with Metal Frame for Living Room, Bedroom, Bedside for Small Spaces, Rustic Brown Black","B0BZ8BNF8D","https://www.amazon.com/dp/B0BZ8BNF8D?psc=1","https://m.media-amazon.com/images/I/51uJ-oeUOiL._AC_SX466_.jpg","Artigarden",24.99,"n/a","n/a","382,054","CN",13.00,1,4.3,17,7,0,"ArtiGarden","Home & Kitchen","Large Standard-Size","FBA","13.5x3.1x17.3",9.21,"3/22/2023"
"RAD Cycle Products Adjustable Bike Trainer Fitness Desk Portable Workstation Standing Desk","B07BQZY9RL","https://www.amazon.com/dp/B07BQZY9RL?psc=1","https://m.media-amazon.com/images/I/612eqvepYxL._AC_SX466_.jpg","RAD Cycle Products",137.95,195,"26,900.25","35,821","AMZ",57.11,9,4.5,"1,998",11,8,"Amazon","Sports & Outdoors","Medium Oversize","FBA","31.8x5.0x35.0",26.00,"5/15/2017"
"Winsome Wood Claire Accent Table, Black","B000NPSGPS","https://www.amazon.com/dp/B000NPSGPS?psc=1","https://m.media-amazon.com/images/I/71fJ0TjspXL._AC_SY355_.jpg","Winsome",35.16,"1,542","54,216.72","19,423","AMZ",23.40,25,4.4,"19,526",11,83,"Amazon","Home & Kitchen","Small Oversize","FBA","19.4x4.7x23.1",20.05,"11/1/2000"
"HOOBRO Side Table, Flip End Table with Charging Station and Shelves, USB Ports & Power Outlets, Narrow Nightstand for Small Spaces, Stable and Sturdy, for Living Room, Bedroom, Black BK341BZ01","B0BQQM4GTZ","https://www.amazon.com/dp/B0BQQM4GTZ?psc=1","https://m.media-amazon.com/images/I/61+OWCfSeDL._AC_SX466_.jpg","HOOBRO",59.99,"n/a","n/a","38,499","CN",20.32,1,4.5,790,9,11,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","5.8x13.1x15.9",15.84,"5/15/2023"
"FURINNO Oval End Table, One, Walnut","B01FX5CM8O","https://www.amazon.com/dp/B01FX5CM8O?psc=1","https://m.media-amazon.com/images/I/61zo5IM6j9L._AC_SX466_.jpg","Furinno",15.46,238,"3,679.48","135,476","AMZ",16.25,6,4.2,"1,869",6,9,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.8x2.5x24.3",10.60,"5/19/2016"
"HOUIT End Table with Charging Station, Narrow Flip Top Side Table with USB Ports and Outlets, Nightstand with Storage for Small Spaces, Bedside Tables for Living Room, Bedroom","B0BG8GCSYK","https://www.amazon.com/dp/B0BG8GCSYK?psc=1","https://m.media-amazon.com/images/I/71LphdAZ2TL._AC_SX466_.jpg","HOUIT",39.99,325,"12,996.75","38,560","CN",17.64,1,4.7,152,7,12,"HOUIT","Home & Kitchen","Large Standard-Size","FBA","13.5x7.3x17.3",16.65,"9/23/2022"
"HOOBRO Bedside Table with Pull-Out Collapsible Storage Box, Retro Small Nightstand for Small Space, Living Room, Bedroom, Stable and Sturdy, Rustic Brown and Black BF35BZ01","B08QZ1GMT9","https://www.amazon.com/dp/B08QZ1GMT9?psc=1","https://m.media-amazon.com/images/I/71yKVaS94UL._AC_SY355_.jpg","HOOBRO",24.99,155,"3,873.45","54,901","CN",13.16,2,4.3,294,9,9,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","13.4x4.2x16.6",9.55,"4/16/2021"
"YBING Nightstand for Bedroom End Side Table with 2 Drawers and Open Shelf Wood Industrial Bedside Table with Fabric Storage for Bedroom Living Room Sturdy Dorm Brown","B0BS5LFWH1","https://www.amazon.com/dp/B0BS5LFWH1?psc=1","https://m.media-amazon.com/images/I/81K-IRT2fHL._AC_SX425_.jpg","YBING",39.99,370,"14,796.30","79,476","CN",16.12,1,4.1,37,7,13,"YBING Direct","Home & Kitchen","Large Standard-Size","FBA","12.8x5.5x16.6",12.43,"1/12/2023"
"Hoctieon 3 Tier Tall End Table, Slim Night Table, Narrow Side Table with Storage, Nightstand for Small Spaces, for Living Room, Bedroom, Sofa Couch, Hall, Easy Assembly, Rustic Brown","B0B2867VP9","https://www.amazon.com/dp/B0B2867VP9?psc=1","https://m.media-amazon.com/images/I/81DAnqal1xL._AC_SY355_.jpg","Hoctieon",35.99,515,"18,534.85","62,372","CN",14.49,1,4.7,346,9,36,"Hoctieon","Home & Kitchen","Large Standard-Size","FBA","12.1x3.3x16.7",9.00,"5/25/2022"
